Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,15.138124465942385,15.138124465942385,15.012323379516602,15.09619140625,13.742423057556152,1597585
2020-01-03,15.09619140625,15.180057525634766,14.844587326049805,15.09619140625,13.742423057556152,1744959
2020-01-06,15.09619140625,15.180057525634766,14.970389366149902,15.180057525634766,13.818768501281738,2356728
2020-01-07,15.263925552368164,15.431660652160645,15.012323379516602,15.263925552368164,13.89511489868164,3265068
2020-01-08,15.09619140625,15.138124465942385,14.802653312683104,14.970389366149902,13.627902030944824,3202044
2020-01-09,14.970389366149902,15.09619140625,14.928455352783203,14.970389366149902,13.627902030944824,895482
2020-01-10,15.09619140625,15.180057525634766,15.012323379516602,15.09619140625,13.742423057556152,2478415
2020-01-13,15.515528678894045,15.93486785888672,15.473594665527344,15.93486785888672,14.50589084625244,10603802
2020-01-14,15.976801872253418,16.605810165405273,15.976801872253418,16.312273025512695,14.849452018737791,7431487
2020-01-15,16.354206085205078,16.68967628479004,16.186471939086914,16.68967628479004,15.193010330200195,4870081
2020-01-16,16.605810165405273,16.983213424682617,16.39613914489746,16.48000717163086,15.002142906188965,5245930
2020-01-17,16.521942138671875,16.89934730529785,16.438074111938477,16.857412338256836,15.34570598602295,3941692
2020-01-20,17.10901641845703,17.989627838134766,17.10901641845703,17.73802375793457,16.14734649658203,7396413
2020-01-30,16.647743225097656,17.696090698242188,16.521942138671875,17.52835464477539,15.956480026245115,7987444
2020-01-31,18.115428924560547,18.115428924560547,17.360618591308594,17.52835464477539,15.956480026245115,5261719
2020-02-03,16.983213424682617,17.31868553161621,16.563875198364258,16.857412338256836,15.34570598602295,4521876
2020-02-04,14.383315086364746,18.534767150878903,14.383315086364746,18.534767150878903,16.872642517089844,9091680
2020-02-05,18.534767150878903,19.373445510864254,17.360618591308594,17.61222267150879,16.032825469970703,17507151
2020-02-06,17.61222267150879,18.115428924560547,17.360618591308594,17.696090698242188,16.109172821044922,7255275
2020-02-07,17.696090698242188,17.696090698242188,16.857412338256836,17.025148391723633,15.498398780822754,5240584
2020-02-10,16.941280364990234,17.360618591308594,16.731611251831055,17.067081451416016,15.53657054901123,2941670
2020-02-11,17.31868553161621,17.31868553161621,17.10901641845703,17.19288444519043,15.65109157562256,1924594
2020-02-12,17.234817504882812,17.40255355834961,17.067081451416016,17.40255355834961,15.841959953308104,2286174
2020-02-13,17.40255355834961,17.52835464477539,16.941280364990234,16.941280364990234,15.422052383422852,3944851
2020-02-14,17.025148391723633,17.234817504882812,16.941280364990234,17.19288444519043,15.65109157562256,1689660
2020-02-17,17.150949478149414,17.19288444519043,16.983213424682617,17.067081451416016,15.53657054901123,1549151
