Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,42.507022857666016,43.89097213745117,42.012752532958984,42.2598876953125,37.8963508605957,34206410
2020-01-03,42.3093147277832,42.40816879272461,40.62880325317383,40.77708435058594,36.56665802001953,12411129
2020-01-06,40.332244873046875,40.332244873046875,39.34370803833008,39.442562103271484,35.369930267333984,8067454
2020-01-07,39.7391242980957,39.93682861328125,38.80001449584961,39.195430755615234,35.1483154296875,5874937
2020-01-08,39.39313507080078,39.7391242980957,38.750587463378906,38.750587463378906,34.74940490722656,7095160
2020-01-09,39.294281005859375,39.49198913574219,38.94829559326172,38.94829559326172,34.92669677734375,3076786
2020-01-10,39.14600372314453,39.294281005859375,38.6517333984375,38.7011604309082,34.705078125,3789953
2020-01-13,39.047149658203125,39.39313507080078,38.84944152832031,39.24485397338867,35.19263458251953,2996116
2020-01-14,39.49198913574219,39.7391242980957,39.442562103271484,39.6402702331543,35.54722213745117,2841408
2020-01-15,39.6402702331543,39.6402702331543,39.294281005859375,39.54141616821289,35.45857238769531,2278241
2020-01-16,39.6402702331543,39.7391242980957,39.49198913574219,39.54141616821289,35.45857238769531,2552492
2020-01-17,39.7391242980957,39.788551330566406,39.294281005859375,39.294281005859375,35.23695755004883,2737903
2020-01-20,39.34370803833008,39.54141616821289,39.34370803833008,39.54141616821289,35.45857238769531,1964890
2020-01-30,35.58727264404297,36.37810134887695,35.58727264404297,35.58727264404297,31.912717819213867,7125515
2020-01-31,34.30217742919922,35.48842239379883,32.720523834228516,33.75848388671875,30.27275848388672,8558998
2020-02-03,31.484851837158203,32.226253509521484,30.397462844848633,32.077972412109375,28.76576805114746,9772491
2020-02-04,39.047149658203125,39.047149658203125,33.61020278930664,33.61020278930664,30.139787673950195,6919782
2020-02-05,33.61020278930664,33.61020278930664,32.572242736816406,33.36307144165039,29.918174743652344,6439602
2020-02-06,33.36307144165039,34.0550422668457,33.115936279296875,33.61020278930664,30.139787673950195,7516574
2020-02-07,33.31364440917969,33.31364440917969,32.62166976928711,32.67109680175781,29.297649383544922,5816180
2020-02-10,31.435426712036133,33.06650924682617,31.435426712036133,32.819374084472656,29.43061637878418,3847281
2020-02-11,33.16536331176758,33.264217376708984,32.86880111694336,33.16536331176758,29.740880966186523,3391562
2020-02-12,33.16536331176758,33.80791091918945,32.720523834228516,33.41249465942383,29.962493896484375,6695372
2020-02-13,34.15389633178711,35.834407806396484,34.15389633178711,34.59873962402344,31.02625274658203,18260796
2020-02-14,34.59873962402344,34.89529800415039,34.30217742919922,34.549312591552734,30.9819278717041,5275423
2020-02-17,34.104469299316406,34.79644775390625,33.90676498413086,34.15389633178711,30.627344131469727,4214289
2020-02-18,34.20332336425781,34.64816665649414,34.0550422668457,34.401031494140625,30.848960876464844,3782002
2020-02-19,34.697593688964844,34.79644775390625,34.20332336425781,34.35160446166992,30.804636001586914,3568052
2020-02-20,34.697593688964844,34.697593688964844,34.0550422668457,34.0550422668457,30.538694381713867,4599330
2020-02-21,33.70905685424805,34.104469299316406,33.16536331176758,33.41249465942383,29.962493896484375,7478101
2020-02-24,32.4239616394043,32.86880111694336,32.226253509521484,32.62166976928711,29.253324508666992,6193874
2020-02-25,32.12739944458008,33.21479034423828,31.78141212463379,33.21479034423828,29.78520393371582,6171454
2020-02-26,32.819374084472656,35.38956832885742,32.720523834228516,34.401031494140625,30.848960876464844,22040240
2020-02-27,34.697593688964844,34.944725036621094,32.473388671875,32.62166976928711,29.253324508666992,12448624
2020-03-02,32.12739944458008,32.91822814941406,31.336572647094727,32.17682647705078,28.854413986206055,5735158
2020-03-03,33.21479034423828,33.21479034423828,32.572242736816406,32.62166976928711,29.253324508666992,4923851
2020-03-04,32.473388671875,32.62166976928711,32.17682647705078,32.572242736816406,29.209001541137695,4077862
2020-03-05,33.06650924682617,33.90676498413086,33.06650924682617,33.70905685424805,30.22843360900879,9891037
2020-03-06,33.31364440917969,34.20332336425781,33.21479034423828,34.0550422668457,30.538694381713867,8340060
2020-03-09,33.80791091918945,34.35160446166992,32.02854537963867,32.077972412109375,28.76576805114746,11820115
2020-03-10,31.9791202545166,34.74702072143555,31.731985092163086,34.74702072143555,31.159221649169922,17256709
2020-03-11,35.58727264404297,36.180397033691406,33.75848388671875,34.104469299316406,30.583019256591797,32519731
2020-03-12,33.56077575683594,33.659629821777344,31.682558059692383,31.830839157104492,28.544153213500977,16101289
2020-03-13,28.964086532592773,30.15032958984375,28.667526245117188,29.853769302368164,26.771224975585938,17226764
